comm,dso,symbol,cycles
"g4run","libG4processes.so","G4UrbanMscModel::SampleCosineTheta",53202451941
"g4run","libG4geometry.so","G4NavigationLevel::operator=",51805832079
"g4run","libG4processes.so","G4VEnergyLossProcess::ComputeLambdaForScaledEnergy",50813089890
"g4run","libG4geometry.so","G4Navigator::LocateGlobalPointWithinVolume",49260437050
"g4run","libG4geometry.so","G4VCSGfaceted::Inside",48467994178
"g4run","libG4processes.so","G4Transportation::PostStepDoIt",45652583600
"g4run","libG4processes.so","G4VEnergyLossProcess::AlongStepGetPhysicalInteractionLength",44732420303
"g4run","libG4geometry.so","G4VoxelNavigation::ComputeStep",42713792030
"g4run","libG4geometry.so","G4Navigator::LocateGlobalPointAndSetup",41968489207
"g4run","libG4geometry.so","G4PolyhedraSide::GetPhi",41567292083
"g4run","libG4geometry.so","G4PolyhedraSide::Intersect",41210649912
"g4run","libG4track.so","G4ParticleChangeForTransport::UpdateStepForAlongStep",40322733820
"g4run","libG4processes.so","G4Transportation::AlongStepDoIt",40265756545
"g4run","libG4geometry.so","G4PolyhedraSide::Inside",39807524299
"g4run","libG4processes.so","G4VEnergyLossProcess::AlongStepDoIt",38908558167
"g4run","libG4geometry.so","G4PolyhedraSide::PhiSegment",38657100046
"g4run","libG4processes.so","G4UniversalFluctuation::SampleGlandz",38414448902
"g4run","libG4geometry.so","G4IntersectingCone::LineHitsCone1",37412397051
"g4run","libG4geometry.so","G4NormalNavigation::ComputeStep",36741524234
"g4run","libG4tracking.so","G4SteppingManager::InvokeAlongStepDoItProcs",36400282290
"g4run","libG4geometry.so","G4PolyconeSide::PointOnCone",35449789783
"g4run","libG4processes.so","G4KleinNishinaCompton::SampleSecondaries",34531331328
"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetElementCrossSection",33040068355
"g4run","libG4processes.so","G4VProcess::ResetNumberOfInteractionLengthLeft",32080621458
"g4run","libG4tracking.so","G4Step::UpdateTrack",31447812577
"g4run","libG4processes.so","G4VMscModel::GetTransportMeanFreePath",31340450923
"g4run","libG4geometry.so","G4Region::GetRegionalSteppingAction",31215202307
"g4run","libG4processes.so","G4ProcessManager::GetAttribute",30712326777
"g4run","libG4geometry.so","G4PolyconeSide::Inside",30385488810
"g4run","libG4geometry.so","G4LogicalVolume::GetSolid",28121572855
"g4run","libG4processes.so","G4UrbanMscModel::ComputeGeomPathLength",27785161619
"g4run","libG4geometry.so","G4LogicalVolume::GetSolid",27129032345
"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ComputeCrossSectionPerAtom",26991924271
"g4run","libG4geometry.so","G4PolyconeSide::Intersect",26065249758
"g4run","libG4processes.so","G4PhysicsVector::Value",25769720989
"g4run","libG4processes.so","G4VProcess::EndTracking",25744672687
"g4run","libG4particles.so","G4IonTable::FindIon",24220010250
"g4run","libG4geometry.so","G4EnclosingCylinder::MustBeOutside",23844267884
"g4run","libG4processes.so","G4VEmProcess::PostStepDoIt",23793170805
"g4run","libG4geometry.so","G4VPhysicalVolume::GetTranslation",23598724163
"g4run","libG4processes.so","G4VDiscreteProcess::PostStepGetPhysicalInteractionLength",23323687805
"g4run","libG4geometry.so","G4VoxelNavigation::LocateNextVoxel",22497143485
"g4run","libG4processes.so","G4GEMProbability::CalcProbability",21604409958
"g4run","libG4geometry.so","G4Box::Inside",21589711045
"g4run","libG4geometry.so","G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord",21439830761
"g4run","libG4clhep.so","CLHEP::(anonymous namespace)::theDefaults",21174723401
"g4run","libG4clhep.so","CLHEP::HepLorentzVector::boost",21119446790
"g4run","libG4geometry.so","G4NavigationLevel::G4NavigationLevel",20701760279
"g4run","libG4geometry.so","G4LineSection::Dist",20652689565
"g4run","libG4processes.so","G4MuPairProductionModel::ComputeDMicroscopicCrossSection",20550779946
"g4run","libG4geometry.so","G4PolyPhiFace::Inside",20503556077
"g4run","libG4geometry.so","G4PolyconeSide::DistanceAway",19866826452
"g4run","libG4tracking.so","G4SteppingManager::InvokePostStepDoItProcs",19767236372
"g4run","libm.so.6","__atan2",17817787543
"g4run","libG4processes.so","G4HadronicProcess::GetMeanFreePath",17625738316
"g4run","libG4clhep.so","CLHEP::MixMaxRng::generate",16954616104
"g4run","libG4processes.so","G4InuclSpecialFunctions::G4cbrt",16901261072
"g4run","libG4processes.so","G4VMscModel::GetEnergy",16732378716
"g4run","libG4geometry.so","G4DisplacedSolid::Inside",16644065424
"g4run","libG4processes.so","G4VEnergyLossProcess::PostStepDoIt",16527033556
"g4run","libG4processes.so","G4ProcessManager::EndTracking",16494438395
"g4run","libG4event.so","G4EventManager::DoProcessing",16447873334
"g4run","libG4clhep.so","CLHEP::Hep3Vector::rotateUz",16051842922
"g4run","libG4geometry.so","G4LogicalVolume::GetMaterial",15930713925
"g4run","libG4geometry.so","G4NormalNavigation::LevelLocate",15747903427
"g4run","libG4processes.so","G4ProcessManager::StartTracking",15576581637
"g4run","libG4geometry.so","G4VCSGfaceted::DistanceTo",14956220068
"g4run","libG4processes.so","G4Poisson",14895592173
"g4run","libG4geometry.so","G4SubtractionSolid::Inside",14199197124
"g4run","libG4tracking.so","G4Step::InitializeStep",14034958507
"g4run","libG4processes.so","G4InuclParticle::setMomentum",13852039279
"g4run","libG4track.so","G4ParticleChangeForLoss::UpdateStepForAlongStep",13703030576
"g4run","libG4processes.so","G4VMultipleScattering::AlongStepGetPhysicalInteractionLength",13590531620
"g4run","libG4geometry.so","G4FieldTrack::LoadFromArray",13525900489
"g4run","libG4processes.so","G4HadronElastic::ApplyYourself",13076877918
"g4run","libG4processes.so","G4VProcess::SubtractNumberOfInteractionLengthLeft",13010147809
"g4run","libG4processes.so","G4UniversalFluctuation::SampleFluctuations",12622567043
"g4run","libG4geometry.so","G4NavigationHistory::G4NavigationHistory",12591580408
"g4run","libm.so.6","__ieee754_pow_fma",12586478090
"g4run","libG4processes.so","G4VCrossSectionDataSet::IsIsoApplicable",12582842172
"g4run","libG4processes.so","G4VEmProcess::StartTracking",12393676873
"g4run","libG4particles.so","G4Neutron::Definition",11932699944
"g4run","libG4particles.so","G4Proton::Definition",11927688945
"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::SampleDirection",11760564632
"g4run","libG4processes.so","G4NucleiModel::generateInteractionLength",11753485734
"g4run","libG4clhep.so","CLHEP::RandGaussQ::transformQuick",11593329277
"g4run","libG4geometry.so","G4FieldManagerStore::ClearAllChordFindersState",11476383877
"g4run","libG4global.so","G4Physics2DVector::Value",11393323753
"g4run","libG4clhep.so","CLHEP::MixMaxRng::MULWU",11312097365
"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AdvanceChordLimited",11262367194
"g4run","libG4geometry.so","G4PolyPhiFace::Distance",11230064967
"g4run","libG4processes.so","G4LorentzConvertor::fillKinematics",11196669944
"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetIndex",11117669219
"g4run","libG4tracking.so","G4SteppingManager::SetInitialStep",10977809153
"g4run","libG4track.so","G4StepPoint::operator=",10871008111
"g4run","libG4tracking.so","G4SteppingManager::GetProcessNumber",10657998544
"g4run","libG4particles.so","G4DynamicParticle::Set4Momentum",10643934457
"g4run","libG4processes.so","G4UrbanMscModel::ComputeTheta0",10544691519
"g4run","libG4processes.so","G4VMultipleScattering::AlongStepDoIt",10520692553
"g4run","libG4geometry.so","G4Tubs::Inside",10489531318
"g4run","libG4processes.so","G4SeltzerBergerModel::SampleEnergyTransfer",10199240101
"g4run","libG4geometry.so","G4Navigator::ComputeSafety",10177586618
"g4run","libG4clhep.so","CLHEP::HepRandom::getTheEngine",10144066488
"g4run","libG4event.so","G4StackManager::PushOneTrack",10020515252
"g4run","libG4geometry.so","G4Tubs::DistanceToOut",9973001726
"g4run","libG4processes.so","G4ElasticHadrNucleusHE::HadrNucDifferCrSec",9810795512
"g4run","libG4processes.so","G4HadronElasticProcess::PostStepDoIt",9672904475
"g4run","libG4processes.so","G4Transportation::StartTracking",9621888147
"g4run","libG4clhep.so","CLHEP::MixMaxRng::flatArray",9505787966
"g4run","libG4geometry.so","G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord",9334271602
"g4run","libG4geometry.so","G4FieldManagerStore::GetInstance",9177573358
"g4run","libG4geometry.so","G4Tubs::DistanceToOut",9151244149
"g4run","libG4processes.so","G4LorentzConvertor::setBullet",9073277682
"g4run","libG4processes.so","G4VMultipleScattering::StartTracking",9062651334
"g4run","libG4geometry.so","G4PropagatorInField::ClearPropagatorState",9004346775
"g4run","g4run","ffunkti",8893439297
"g4run","libG4geometry.so","G4PropagatorInField::FindAndSetFieldManager",8872897552
"g4run","libG4processes.so","G4ChipsNeutronElasticXS::CalculateCrossSection",8833508713
"g4run","libG4particles.so","G4ParticleDefinition::GetProcessManager",8830055933
"g4run","libG4geometry.so","G4PolyhedraSide::ClosestPhiSegment",8665474102
"g4run","libG4geometry.so","G4NormalNavigation::ComputeSafety",8643737183
"g4run","libG4geometry.so","G4MultiLevelLocator::EstimateIntersectionPoint",8631890148
"g4run","libG4geometry.so","G4Navigator::ResetHierarchyAndLocate",8566747479
"g4run","libG4clhep.so","CLHEP::operator/",8563636703
"g4run","libG4track.so","G4Track::~G4Track",8552806652
"g4run","libG4processes.so","G4LivermorePhotoElectricModel::SampleSecondaries",8539352561
"g4run","libG4processes.so","G4ElectroNuclearCrossSection::IsElementApplicable",8436452192
"g4run","libG4processes.so","G4WentzelOKandVIxSection::ComputeTransportCrossSectionPerAtom",8026849391
"g4run","libG4geometry.so","G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::GetEquationOfMotion",7861908799
"g4run","libG4geometry.so","G4Polyhedra::Inside",7860378656
"g4run","libG4processes.so","G4NucleiModel::generateInteractionPartners",7850551492
"g4run","libG4event.so","G4StackManager::PopNextTrack",7816477856
"g4run","libG4processes.so","G4UrbanMscModel::SampleScattering",7781303301
"g4run","libG4clhep.so","CLHEP::HepLorentzVector::boostVector",7566581616
"g4run","libstdc++.so.6.0.30","__dynamic_cast",7490734981
"g4run","libG4processes.so","G4UrbanMscModel::SampleDisplacement",7471649038
"g4run","libG4geometry.so","G4PolyPhiFace::Intersect",7449371754
"g4run","libG4particles.so","G4DynamicParticle::~G4DynamicParticle",7405033234
"g4run","libG4processes.so","G4LorentzConvertor::getKinEnergyInTheTRS",7400402801
"g4run","libG4processes.so","G4LorentzConvertor::toTheCenterOfMass",7229864347
"g4run","libG4processes.so","G4CrossSectionDataStore::SampleZandA",7160545754
"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToOut",7109953784
"g4run","libG4processes.so","G4GammaNuclearXS::IsIsoApplicable",7070281926
"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::QuickAdvance",7020350329
"g4run","libG4geometry.so","G4FieldManager::ConfigureForTrack",7010258398
"g4run","libG4processes.so","G4CascadeCheckBalance::collide",6924713738
"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle",6907660688
"g4run","libG4geometry.so","G4IntersectingCone::LineHitsCone2",6877401737
"g4run","libG4geometry.so","G4VoxelNavigation::ComputeVoxelSafety",6743623970
"g4run","libm.so.6","__ieee754_log_fma",6628570206
"g4run","libG4processes.so","G4Transportation::PostStepGetPhysicalInteractionLength",6519317875
"g4run","libG4processes.so","G4UrbanMscModel::SimpleScattering",6438343154
"g4run","libG4geometry.so","G4Trap::DistanceToOut",6316473188
"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection",6235297119
"g4run","libG4processes.so","G4HadProjectile::InitialiseLocal",6192231551
"g4run","libG4track.so","G4ParticleChange::UpdateStepForPostStep",6167501327
"g4run","libG4processes.so","G4RayleighAngularGenerator::SampleDirection",6106257301
"g4run","libstdc++.so.6.0.30","__cxxabiv1::__si_class_type_info::__do_dyncast",6027716485
"g4run","libG4processes.so","G4InuclElementaryParticle::type",5990782943
"g4run","libG4clhep.so","CLHEP::MixMaxRng::modadd",5977036231
"g4run","libG4processes.so","G4CollisionOutput::getTotalOutputMomentum",5971648200
"g4run","libG4geometry.so","G4VPhysicalVolume::GetRotation",5970877175
"g4run","libG4processes.so","G4EquilibriumEvaporator::deExcite",5921491305
"g4run","libG4particles.so","G4ParticleDefinition::GetTrackingManager",5918810629
"g4run","libG4geometry.so","G4TouchableHistory::G4TouchableHistory",5812090631
"g4run","libG4geometry.so","G4FieldTrack::G4FieldTrack",5793509256
"g4run","libG4processes.so","G4VEnergyLossProcess::StartTracking",5792001999
"g4run","libG4processes.so","G4PhysicsVector::Value",5739283576
"g4run","libG4processes.so","G4ElementaryParticleCollider::collide",5724623935
"g4run","libG4processes.so","G4CascadeChannelTables::FindTable",5711339119
"g4run","libG4processes.so","G4UrbanMscModel::StartTracking",5636608312
"g4run","libG4geometry.so","G4PolyconeSide::Normal",5614687609
"g4run","libG4track.so","G4Track::G4Track",5466999316
"g4run","libG4processes.so","G4CascadParticle::getPathToTheNextZone",5460582641
"g4run","libG4processes.so","G4WentzelVIModel::SampleScattering",5410837343
"g4run","libG4processes.so","G4VProcess::StartTracking",5378504631
"g4run","libG4track.so","G4ParticleChangeForGamma::UpdateStepForPostStep",5367893117
"g4run","libG4processes.so","G4InuclSpecialFunctions::generateWithRandomAngles",5348331497
"g4run","libG4processes.so","G4SeltzerBergerModel::SampleSecondaries",5313007060
"g4run","libG4processes.so","G4NucleiModel::generateParticleFate",5264063135
"g4run","libm.so.6","__ieee754_exp_fma",5223532366
"g4run","libG4track.so","G4ParticleChangeForTransport::UpdateStepForPostStep",5158970313
"g4run","libG4processes.so","G4CascadParticle::propagateAlongThePath",5144431298
"g4run","libG4geometry.so","G4NavigationHistory::NewLevel",5115816912
"g4run","libG4processes.so","G4NeutronInelasticXS::IsIsoApplicable",5114426573
"g4run","libG4geometry.so","G4Trap::Inside",5065011599
"g4run","libG4processes.so","G4ChipsNeutronElasticXS::GetChipsCrossSection",5045802021
"g4run","libG4processes.so","G4NucleiModel::zoneIntegralWoodsSaxon",5034121954
"g4run","libG4geometry.so","G4Box::DistanceToIn",4978589046
"g4run","libG4processes.so","G4NucleiModel::boundaryTransition",4954083228
"g4run","libG4processes.so","G4VEmModel::CrossSectionPerVolume",4919272140
"g4run","libG4processes.so","G4PhysicsVector::Value",4878130590
"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToIn",4873023755
"g4run","libG4tracking.so","G4TrackingManager::ProcessOneTrack",4863835601
"g4run","libG4geometry.so","G4Tubs::DistanceToIn",4855082724
"g4run","libG4geometry.so","G4UnionSolid::Inside",4846663748
"g4run","libG4processes.so","G4CascadeInterpolator<30>::getBin",4806929187
"g4run","libG4event.so","G4EventManager::StackTracks",4767561273
"g4run","libG4processes.so","G4ModifiedTsai::SampleCosTheta",4637005069
"g4run","libG4processes.so","G4WentzelVIModel::ComputeTransportXSectionPerVolume",4594642112
"g4run","libG4geometry.so","G4Tubs::DistanceToIn",4587331078
"g4run","libG4track.so","G4VParticleChange::AddSecondary",4567796634
"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToOut",4512724749
"g4run","libG4processes.so","G4NeutronKiller::PostStepGetPhysicalInteractionLength",4506856260
"g4run","libm.so.6","__ieee754_acos_fma",4403721533
"g4run","libG4geometry.so","G4PVPlacement::GetRegularStructureId",4397757240
"g4run","libG4geometry.so","G4PVPlacement::GetCopyNo",4386181960
"g4run","libG4particles.so","G4NucleiProperties::GetNuclearMass",4368961447
"g4run","libG4processes.so","G4EmElementSelector::SelectRandomAtom",4355616646
"g4run","libG4processes.so","G4UrbanMscModel::ComputeCrossSectionPerAtom",4340138417
"g4run","libG4processes.so","G4NeutronElasticXS::IsIsoApplicable",4319303821
"g4run","libG4tracking.so","G4VSteppingVerbose::SetSilent",4310426069
"g4run","libG4processes.so","G4VMscModel::GetDEDX",4283635760
"g4run","libG4processes.so","G4NeutronCaptureXS::IsIsoApplicable",4196657749
"g4run","libG4global.so","std::__lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",4194833339
"g4run","libG4geometry.so","G4Region::BelongsTo",4177684361
"g4run","libc.so.6","__strcmp_avx2",4169245282
"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetAtomicMass",4120620937
"g4run","libG4processes.so","G4WentzelOKandVIxSection::SetupTarget",4099731014
"g4run","libG4event.so","G4StackManager::GetNUrgentTrack",4059958635
"g4run","libG4processes.so","G4WentzelVIModel::ComputeTruePathLengthLimit",4051708742
"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions",4044231930
"g4run","libG4track.so","aTrackAllocator",4033985234
"g4run","libG4processes.so","G4VMscModel::GetRange",4025215008
"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta",4024203575
"g4run","libG4geometry.so","field_utils::absoluteError",4018896609
"g4run","libG4processes.so","G4InuclElementaryParticle::makeDefinition",3999754296
"g4run","libG4processes.so","G4LorentzConvertor::setTarget",3992095791
"g4run","libG4geometry.so","G4VoxelSafety::SafetyForVoxelHeader",3990288495
"g4run","libG4processes.so","G4MollerBhabhaModel::SampleSecondaries",3978105222
"g4run","libG4processes.so","G4CollisionOutput::reset",3904031824
"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OnStartTracking",3868726764
"g4run","libG4processes.so","G4Decay::PostStepGetPhysicalInteractionLength",3850204796
"g4run","libG4geometry.so","G4NavigationHistoryPool::GetInstance",3849156763
"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance",3822235751
"g4run","libG4geometry.so","G4Box::DistanceToIn",3812148515
"g4run","libG4geometry.so","G4Box::DistanceToOut",3792844648
"g4run","libG4geometry.so","G4IntersectingCone::HitOn",3717439792
"g4run","libG4geometry.so","G4SubtractionSolid::DistanceToOut",3707760694
"g4run","libG4processes.so","G4InuclSpecialFunctions::inuclRndm",3657160850
"g4run","libG4geometry.so","G4Trap::DistanceToOut",3654305386
"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getMultiplicity",3654082713
"g4run","libG4processes.so","G4HadronNucleonXsc::HadronNucleonXscNS",3586433602
"g4run","libG4geometry.so","G4VCSGfaceted::SurfaceNormal",3577357250
"g4run","libG4processes.so","G4NeutronElasticXS::IsElementApplicable",3555060212
"g4run","libG4particles.so","G4DynamicParticle::operator=",3546689342
"g4run","libG4processes.so","G4TwoBodyAngularDist::passVerbose",3517926723
"g4run","libG4processes.so","G4NucleiModel::passFermi",3503398610
"g4run","libG4track.so","G4ParticleChangeForLoss::UpdateStepForPostStep",3498934388
"g4run","libG4geometry.so","G4LogicalVolume::GetMaterialCutsCouple",3498047672
"g4run","libG4geometry.so","G4Polycone::Inside",3477841657
"g4run","libG4processes.so","G4hBremsstrahlungModel::ComputeDMicroscopicCrossSection",3432938097
"g4run","libG4geometry.so","G4Navigator::SetupHierarchy",3417918719
"g4run","libG4processes.so","G4eeToTwoGammaModel::ComputeCrossSectionPerElectron",3394256382
"g4run","libG4processes.so","G4UrbanMscModel::ComputeTrueStepLength",3382658576
"g4run","libG4processes.so","G4PhysicsVector::GetBin",3375767007
"g4run","libm.so.6","__sin_fma",3359898934
"g4run","libG4processes.so","G4Decay::GetMeanFreePath",3328451383
"g4run","libG4geometry.so","G4Trap::DistanceToIn",3314655926
"g4run","libG4particles.so","pDynamicParticleAllocator",3276239041
"g4run","libG4processes.so","G4VEmProcess::ComputeIntegralLambda",3261278489
"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::GenerateTwoBody",3202494949
"g4run","libG4geometry.so","G4Navigator::RestoreSavedState",3180249379
"g4run","libm.so.6","exp@@GLIBC_2.29",3172499227
"g4run","libG4geometry.so","G4FieldTrack::G4FieldTrack",3161826794
"g4run","libG4geometry.so","G4ChordFinder::ApproxCurvePointV",3149798039
"g4run","libG4geometry.so","G4SafetyHelper::ComputeSafety",3142988379
"g4run","libG4geometry.so","G4VoxelSafety::SafetyForVoxelNode",3101785779
"g4run","libG4geometry.so","G4TouchableHistory::~G4TouchableHistory",3097045613
"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle",3088027794
"g4run","libG4processes.so","G4PairProductionRelModel::SampleSecondaries",3027383678
"g4run","libG4processes.so","G4CollisionOutput::addOutgoingParticles",2976759359
"g4run","libG4geometry.so","G4LogicalVolume::GetSensitiveDetector",2956527544
"g4run","libG4geometry.so","G4Box::DistanceToOut",2932957335
"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getMultiplicity",2909937476
"g4run","libG4particles.so","G4PDefManager::offset",2881201616
"g4run","libG4geometry.so","G4DisplacedSolid::DistanceToIn",2836932961
"g4run","libG4processes.so","G4CascadeNPChannel::findCrossSection",2827762830
"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetNuclearMass",2817284797
"g4run","libc.so.6","malloc",2782532867
"g4run","libG4geometry.so","G4NavigationHistory::~G4NavigationHistory",2749449906
"g4run","libG4processes.so","G4PiData::ReactionXSection",2730226399
"g4run","libG4processes.so","G4CascadeChannelTables::instance",2665584090
"g4run","libG4geometry.so","aNavigLevelRepAllocator",2656005963
"g4run","libG4particles.so","G4DynamicParticle::SetDefinition",2604578616
"g4run","libG4particles.so","G4ParticleTable::GetParticleTable",2598995097
"g4run","libG4processes.so","G4NucleiModel::inverseMeanFreePath",2597251122
"g4run","libG4processes.so","G4CascadeNNChannel::findCrossSection",2547977606
"g4run","libG4geometry.so","G4PolyPhiFace::InsideEdgesExact",2519921036
"g4run","libG4processes.so","G4CascadeRecoilMaker::collide",2515558994
"g4run","libG4processes.so","G4ProductionCutsTable::ScanAndSetCouple",2498262145
"g4run","libG4processes.so","G4ChipsNeutronElasticXS::GetExchangeT",2483824381
"g4run","libG4geometry.so","0x000000000009c450",2462603339
"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle",2433817158
"g4run","libG4geometry.so","G4PropagatorInField::GimmeTrajectoryVectorAndForgetIt",2431341998
"g4run","libG4geometry.so","aTouchableHistoryAllocator",2406738226
"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep",2398844079
"g4run","libG4track.so","G4ParticleChangeForMSC::UpdateStepForAlongStep",2378056045
"g4run","libG4particles.so","G4Electron::Definition",2364842708
"g4run","libG4geometry.so","0x000000000009ba20",2327175535
"g4run","libG4processes.so","G4CascadeRecoilMaker::deltaM",2325595415
"g4run","libG4track.so","G4ParticleChange::Initialize",2321917589
"g4run","libG4processes.so","G4IntraNucleiCascader::generateCascade",2299042769
"g4run","libG4processes.so","G4ChipsNeutronElasticXS::GetQ2max",2285505026
"g4run","libG4geometry.so","G4PropagatorInField::RefreshIntersectionLocator",2280673971
"g4run","libG4processes.so","G4PhysicsVector::Value",2266162950
"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OnComputeStep",2228830390
"g4run","libG4track.so","G4ParticleChange::CheckIt",2185581931
"g4run","libG4processes.so","G4LorentzConvertor::rotate",2170367428
"g4run","libG4geometry.so","G4TouchableHistory::~G4TouchableHistory",2169211737
"g4run","libG4geometry.so","0x000000000009c050",2155106464
"g4run","libG4processes.so","G4ParticleDefinition::GetAntiQuarkContent",2107846984
"g4run","libG4processes.so","G4BGGNucleonInelasticXS::CoulombFactor",2107342882
"g4run","libG4geometry.so","field_utils::relativeError2",2099095544
"g4run","libG4processes.so","G4VMscModel::GetRange",2094661885
"g4run","libG4processes.so","G4PiData::TotalXSection",2094239813
"g4run","libG4geometry.so","G4NavigationLevel::~G4NavigationLevel",2091370401
"g4run","libG4processes.so","G4NeutronCaptureXS::GetElementCrossSection",2080098733
"g4run","libG4processes.so","G4eeToTwoGammaModel::SampleSecondaries",2068656996
"g4run","libG4processes.so","G4PhotoNuclearCrossSection::GetIsoCrossSection",2035843397
"g4run","libG4geometry.so","0x000000000009d730",2014333470
"g4run","libG4particles.so","G4ParticleDefinition::GetQuarkContent",1997671107
"g4run","libG4processes.so","G4EmElementSelector::SelectRandomAtom",1996625271
"g4run","libG4geometry.so","G4SubtractionSolid::DistanceToOut",1981285347
"g4run","libG4processes.so","G4ionEffectiveCharge::EffectiveCharge",1975540581
"g4run","libG4processes.so","G4eplusAnnihilation::AtRestDoIt",1912714581
"g4run","libG4processes.so","G4PhotonEvaporation::GenerateGamma",1896203429
"g4run","libm.so.6","__tan_fma",1894060387
"g4run","libG4processes.so","G4NucleiModel::generateNucleonMomentum",1874888208
"g4run","libG4geometry.so","G4IntersectingCone::LineHitsCone",1865303495
"g4run","libG4processes.so","G4NuclearRadii::CoulombFactor",1850545902
"g4run","libG4processes.so","G4CascadeRecoilMaker::fillRecoil",1845917942
"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMfinalState",1838932524
"g4run","libc.so.6","__memmove_avx_unaligned",1837290318
"g4run","libG4processes.so","G4VEmModel::SelectRandomAtom",1816235995
